Date,Description,Category,Amount,Balance,Reference,Account,Status
2104-06-11,Payment dog brown dog report non-disclos,Utilities,5105.00,-207728.91,REF-809220,ACC-5423,Pending
2104-06-15,Procurement lazy fox fox jumps terms dis,Consulting,-2044.77,-209773.68,REF-649436,ACC-9431,Reconciled
2104-06-20,Report quick over non-disclosure invoice,Legal,6580.22,-203193.46,REF-801349,ACC-4857,Reconciled
2104-06-23,Allocation risk stakeholder assessment i,Insurance,-713.06,-203906.52,REF-665201,ACC-7579,Pending
2104-06-27,Vendor financial management deliverable ,Consulting,-6816.81,-210723.33,REF-195186,ACC-9149,Cleared
2104-06-30,Report over intellectual reserved lazy t,Insurance,4897.51,-205825.82,REF-566281,ACC-8490,Reconciled
2104-07-05,Payment client implementation planning f,Utilities,3175.82,-202650.00,REF-631475,ACC-2217,Reconciled
2104-07-09,Expenses audit framework non-disclosure ,Utilities,6950.39,-195699.61,REF-169647,ACC-6379,Cleared
2104-07-13,Report planning resource quarterly right,Marketing,7295.67,-188403.94,REF-111392,ACC-6835,Pending
2104-07-17,Proprietary proprietary framework over r,Legal,-2496.39,-190900.33,REF-800500,ACC-9353,Reconciled
2104-07-22,Delivery terms report audit disclosure t,Marketing,-2509.14,-193409.47,REF-532224,ACC-8378,Cleared
2104-07-24,Intellectual risk information proprietar,Marketing,-3475.57,-196885.04,REF-712271,ACC-1037,Cleared
2104-07-25,Terms invoice reserved client over payme,Legal,9203.81,-187681.23,REF-144567,ACC-2621,Reconciled
2104-07-29,Over allocation confidential information,Consulting,-1659.20,-189340.43,REF-227867,ACC-4515,Pending
2104-08-02,Over regulatory proprietary assessment c,Consulting,-3789.96,-193130.39,REF-720313,ACC-6506,Reconciled
2104-08-04,Compliance vendor fox allocation quick d,Legal,67.88,-193062.51,REF-832217,ACC-5392,Cleared
2104-08-05,Quarterly intellectual vendor revenue la,Software,9393.99,-183668.52,REF-861296,ACC-2890,Cleared
2104-08-10,Non-disclosure delivery procurement jump,Utilities,6750.21,-176918.31,REF-771096,ACC-5247,Cleared
2104-08-13,Revenue the reserved implementation agre,Consulting,2147.38,-174770.93,REF-651442,ACC-8944,Reconciled
2104-08-17,Project strategic client strategic brown,Office Supplies,8703.76,-166067.17,REF-413636,ACC-7059,Cleared
2104-08-20,Over over the stakeholder information do,Travel,-417.38,-166484.55,REF-559971,ACC-3068,Pending
2104-08-23,Over resource budget project report lazy,Travel,6587.20,-159897.35,REF-807778,ACC-4277,Cleared
2104-08-25,Vendor vendor deliverable deliverable au,Travel,-5397.73,-165295.08,REF-168590,ACC-8621,Reconciled
2104-08-28,Fox assessment planning brown rights rep,Travel,-8639.24,-173934.32,REF-335430,ACC-4806,Reconciled
2104-09-02,Lazy allocation brown project report str,Legal,-9947.99,-183882.31,REF-248596,ACC-6889,Cleared
2104-09-04,Strategic non-disclosure the contract al,Consulting,5147.56,-178734.75,REF-334413,ACC-6269,Cleared
2104-09-09,Audit vendor confidential non-disclosure,Utilities,3267.84,-175466.91,REF-472461,ACC-4377,Pending
2104-09-13,Report agreement stakeholder lazy procur,Legal,-2665.88,-178132.79,REF-347867,ACC-4244,Reconciled
2104-09-14,Proprietary management confidential jump,Marketing,1189.70,-176943.09,REF-963744,ACC-4168,Reconciled
2104-09-18,Fox property allocation disclosure resou,Consulting,6711.26,-170231.83,REF-323883,ACC-1066,Reconciled
2104-09-21,Meeting invoice planning expenses disclo,Software,9267.69,-160964.14,REF-989702,ACC-4981,Pending
2104-09-26,Regulatory terms dog framework expenses ,Consulting,-1456.96,-162421.10,REF-904784,ACC-9038,Reconciled
2104-10-01,Allocation information invoice lazy asse,Utilities,220.74,-162200.36,REF-326976,ACC-3509,Reconciled
2104-10-02,Audit financial revenue assessment timel,Legal,-5313.26,-167513.62,REF-677135,ACC-1727,Pending
2104-10-06,Jumps allocation jumps brown lazy propri,Marketing,2280.07,-165233.55,REF-355831,ACC-8849,Pending
2104-10-07,Rights revenue vendor procurement compli,Consulting,-8006.37,-173239.92,REF-973083,ACC-5905,Cleared
2104-10-08,Reserved milestone brown compliance reve,Office Supplies,4817.32,-168422.60,REF-645702,ACC-1418,Cleared
2104-10-12,Framework fox information vendor propert,Utilities,1172.72,-167249.88,REF-674912,ACC-5529,Pending
2104-10-17,Meeting jumps assessment non-disclosure ,Payroll,5180.65,-162069.23,REF-892901,ACC-8399,Pending
2104-10-18,Budget payment meeting project resource ,Office Supplies,-8195.42,-170264.65,REF-412754,ACC-4538,Reconciled
2104-10-19,Jumps management framework proprietary d,Software,-7473.94,-177738.59,REF-134684,ACC-2444,Pending
2104-10-21,Jumps stakeholder reserved compliance in,Consulting,-781.84,-178520.43,REF-390555,ACC-9992,Reconciled
2104-10-23,Report fox quick allocation client miles,Insurance,-7143.82,-185664.25,REF-882967,ACC-8154,Pending
2104-10-25,Agreement strategic meeting audit invoic,Legal,698.83,-184965.42,REF-938891,ACC-9694,Reconciled
2104-10-26,Lazy delivery rights revenue proprietary,Travel,-9078.42,-194043.84,REF-536047,ACC-8548,Pending
2104-10-27,Lazy project risk quick financial reserv,Software,5131.29,-188912.55,REF-612232,ACC-3105,Reconciled
2104-10-30,Over the jumps allocation client client ,Travel,6972.71,-181939.84,REF-734292,ACC-3576,Pending
2104-11-03,Expenses lazy compliance the payment rig,Marketing,3407.80,-178532.04,REF-190769,ACC-1160,Pending
2104-11-06,Contract the agreement fox agreement non,Travel,915.55,-177616.49,REF-332688,ACC-7884,Pending
2104-11-07,Financial fox proprietary property timel,Marketing,962.78,-176653.71,REF-624346,ACC-4328,Reconciled
2104-11-10,Contract allocation report brown contrac,Payroll,4154.29,-172499.42,REF-779671,ACC-3076,Cleared
2104-11-12,Audit quick planning regulatory quick fo,Travel,251.18,-172248.24,REF-753745,ACC-6655,Cleared
2104-11-14,Jumps revenue non-disclosure terms meeti,Marketing,-3324.57,-175572.81,REF-370344,ACC-6304,Cleared
2104-11-17,Management contract proprietary mileston,Consulting,-4804.48,-180377.29,REF-708105,ACC-6867,Reconciled
2104-11-21,Over allocation planning contract reserv,Insurance,-9718.61,-190095.90,REF-364941,ACC-2106,Cleared
2104-11-24,Project rights audit report the project ,Travel,7210.05,-182885.85,REF-202764,ACC-2674,Cleared
2104-11-28,Non-disclosure report over implementatio,Office Supplies,-7958.69,-190844.54,REF-371578,ACC-1712,Pending
2104-12-03,Report financial disclosure fox framewor,Payroll,8088.39,-182756.15,REF-694454,ACC-4783,Pending
2104-12-05,Fox framework financial proprietary deli,Software,8492.30,-174263.85,REF-146716,ACC-4557,Cleared
2104-12-08,Timeline information vendor intellectual,Payroll,4919.70,-169344.15,REF-533117,ACC-9030,Cleared
2104-12-12,Information compliance risk audit financ,Travel,5689.05,-163655.10,REF-697076,ACC-1545,Pending
2104-12-14,Audit risk implementation lazy expenses ,Travel,-9103.62,-172758.72,REF-179018,ACC-5665,Cleared
2104-12-18,Reserved intellectual agreement implemen,Software,-7437.98,-180196.70,REF-539895,ACC-3289,Cleared
2104-12-23,Confidential contract assessment report ,Insurance,8744.60,-171452.10,REF-138041,ACC-7055,Cleared
2104-12-27,Brown lazy vendor delivery report client,Marketing,5665.97,-165786.13,REF-100764,ACC-4061,Cleared
2105-01-01,Quick the jumps regulatory brown non-dis,Consulting,2344.61,-163441.52,REF-664105,ACC-6276,Reconciled
2105-01-06,Implementation agreement allocation quar,Insurance,458.59,-162982.93,REF-378975,ACC-2932,Pending
2105-01-09,Reserved risk resource allocation vendor,Travel,2632.51,-160350.42,REF-861582,ACC-4930,Pending
2105-01-14,Disclosure intellectual intellectual del,Consulting,2352.09,-157998.33,REF-316911,ACC-6990,Cleared
2105-01-19,Resource expenses fox planning rights im,Utilities,6752.52,-151245.81,REF-277575,ACC-3866,Cleared
2105-01-23,Risk delivery reserved lazy reserved pro,Insurance,-3286.08,-154531.89,REF-604421,ACC-8065,Pending
2105-01-27,Compliance terms quarterly planning stak,Marketing,-8119.68,-162651.57,REF-417234,ACC-7184,Reconciled
2105-01-29,Proprietary intellectual compliance proc,Software,-8784.65,-171436.22,REF-139913,ACC-4201,Cleared
2105-02-01,Lazy regulatory quick project reserved v,Payroll,-476.51,-171912.73,REF-846781,ACC-2740,Cleared
2105-02-06,Delivery project reserved report disclos,Software,-6943.70,-178856.43,REF-262432,ACC-7350,Cleared
2105-02-11,Property milestone jumps invoice complia,Marketing,-6896.65,-185753.08,REF-660138,ACC-9998,Pending
2105-02-16,Budget lazy non-disclosure rights budget,Marketing,-5521.82,-191274.90,REF-366093,ACC-6987,Reconciled
2105-02-19,Information client implementation client,Legal,-6142.09,-197416.99,REF-432924,ACC-6705,Reconciled
2105-02-23,Contract fox disclosure contract budget ,Insurance,-2104.73,-199521.72,REF-957449,ACC-4633,Cleared
2105-02-24,Allocation revenue quick meeting resourc,Software,-6570.56,-206092.28,REF-203956,ACC-3986,Reconciled
2105-02-28,Property non-disclosure allocation manag,Legal,-3872.87,-209965.15,REF-327400,ACC-7347,Pending
2105-03-02,Budget allocation property jumps allocat,Travel,4670.91,-205294.24,REF-197425,ACC-8048,Cleared
2105-03-06,Implementation contract intellectual pay,Office Supplies,2420.36,-202873.88,REF-371086,ACC-7208,Pending
2105-03-08,Meeting stakeholder milestone assessment,Consulting,-639.83,-203513.71,REF-854500,ACC-5698,Reconciled
2105-03-12,Framework management quick dog brown del,Utilities,-7558.32,-211072.03,REF-672023,ACC-2823,Cleared
2105-03-13,Deliverable payment procurement payment ,Office Supplies,9774.49,-201297.54,REF-385150,ACC-4309,Reconciled
2105-03-18,Agreement framework risk budget agreemen,Insurance,-3918.25,-205215.79,REF-767418,ACC-8418,Cleared
2105-03-19,Terms over implementation information st,Office Supplies,-787.95,-206003.74,REF-253775,ACC-9065,Pending
2105-03-22,Quarterly contract fox quarterly jumps m,Office Supplies,-6950.59,-212954.33,REF-165943,ACC-1473,Reconciled
2105-03-24,Timeline implementation intellectual rig,Insurance,-3199.25,-216153.58,REF-663426,ACC-6469,Cleared
2105-03-27,Allocation brown contract over proprieta,Insurance,4663.98,-211489.60,REF-776856,ACC-4510,Cleared
2105-03-29,Stakeholder lazy intellectual implementa,Software,-6129.30,-217618.90,REF-200354,ACC-6294,Pending
2105-04-02,Implementation information lazy informat,Payroll,-9986.10,-227605.00,REF-114364,ACC-8990,Reconciled
2105-04-06,Rights fox report assessment planning pa,Utilities,-3727.68,-231332.68,REF-573441,ACC-5099,Reconciled
2105-04-07,Terms vendor deliverable regulatory the ,Payroll,1325.31,-230007.37,REF-583911,ACC-8715,Pending
2105-04-10,Risk expenses deliverable agreement allo,Marketing,438.33,-229569.04,REF-151850,ACC-4114,Reconciled
2105-04-14,Revenue the fox timeline agreement dog q,Utilities,-891.22,-230460.26,REF-714509,ACC-3874,Cleared
2105-04-19,Invoice financial report regulatory the ,Utilities,-8700.39,-239160.65,REF-922397,ACC-1231,Pending
2105-04-22,Intellectual compliance terms project al,Payroll,-725.75,-239886.40,REF-972411,ACC-1299,Cleared
2105-04-27,Framework invoice reserved risk fox regu,Marketing,6772.39,-233114.01,REF-241975,ACC-9134,Cleared
2105-04-30,Implementation disclosure information pr,Office Supplies,6837.38,-226276.63,REF-364935,ACC-3158,Cleared
2105-05-05,Procurement brown fox rights brown finan,Utilities,-12.26,-226288.89,REF-817697,ACC-3261,Reconciled
2105-05-07,Deliverable strategic the confidential a,Legal,4980.80,-221308.09,REF-685924,ACC-1501,Cleared
2105-05-11,Allocation jumps terms regulatory milest,Legal,4429.07,-216879.02,REF-623472,ACC-3412,Reconciled
2105-05-14,Lazy planning financial fox regulatory i,Payroll,9590.48,-207288.54,REF-947789,ACC-7150,Cleared
2105-05-18,Management quarterly lazy agreement term,Marketing,-7060.34,-214348.88,REF-231531,ACC-8267,Reconciled
2105-05-19,Stakeholder reserved contract delivery o,Insurance,7937.18,-206411.70,REF-567311,ACC-2639,Pending
2105-05-20,Payment planning proprietary management ,Payroll,2034.72,-204376.98,REF-610091,ACC-1460,Cleared
2105-05-25,The project assessment report deliverabl,Insurance,-6820.43,-211197.41,REF-465057,ACC-6248,Cleared
2105-05-27,Reserved risk deliverable compliance laz,Utilities,1937.40,-209260.01,REF-681758,ACC-5090,Reconciled
2105-05-30,Lazy meeting financial delivery agreemen,Travel,-8084.74,-217344.75,REF-496575,ACC-6420,Reconciled
2105-06-01,Lazy budget quarterly invoice reserved q,Payroll,2193.68,-215151.07,REF-856645,ACC-6931,Cleared
2105-06-02,Allocation invoice risk vendor brown bud,Travel,9519.14,-205631.93,REF-558551,ACC-5752,Cleared
2105-06-03,Procurement fox management meeting imple,Consulting,3421.77,-202210.16,REF-710649,ACC-3741,Cleared
2105-06-08,Milestone financial milestone lazy the v,Insurance,-3101.41,-205311.57,REF-592846,ACC-3597,Pending
2105-06-12,Budget fox dog contract jumps reserved m,Legal,8948.89,-196362.68,REF-958118,ACC-9546,Cleared
2105-06-16,Assessment audit project regulatory stra,Office Supplies,5418.73,-190943.95,REF-141288,ACC-4674,Cleared
2105-06-17,Non-disclosure planning budget allocatio,Software,7808.62,-183135.33,REF-265003,ACC-4487,Cleared
2105-06-21,Audit brown planning meeting agreement c,Legal,7505.63,-175629.70,REF-489654,ACC-3949,Pending
2105-06-22,Audit resource rights budget rights mile,Marketing,1323.01,-174306.69,REF-255660,ACC-2953,Pending
2105-06-24,Timeline framework the meeting strategic,Travel,-1943.13,-176249.82,REF-982460,ACC-5504,Cleared
2105-06-29,Financial stakeholder financial quarterl,Marketing,182.05,-176067.77,REF-999440,ACC-9065,Reconciled
2105-07-02,Framework procurement deliverable strate,Utilities,6465.47,-169602.30,REF-855184,ACC-8546,Cleared
2105-07-05,Terms financial allocation milestone all,Software,159.83,-169442.47,REF-372870,ACC-4924,Pending
2105-07-10,Planning the the confidential deliverabl,Legal,-3861.31,-173303.78,REF-340481,ACC-7749,Cleared
2105-07-12,Brown planning invoice revenue milestone,Insurance,-2102.77,-175406.55,REF-976493,ACC-4256,Reconciled
2105-07-17,Financial meeting terms compliance strat,Software,1643.47,-173763.08,REF-631456,ACC-7432,Pending
2105-07-20,Project brown disclosure quarterly miles,Consulting,8812.45,-164950.63,REF-445636,ACC-5199,Reconciled
2105-07-22,Rights confidential risk timeline lazy r,Software,2601.51,-162349.12,REF-688588,ACC-6779,Cleared
2105-07-25,Risk strategic planning invoice confiden,Travel,6841.33,-155507.79,REF-777859,ACC-8826,Cleared
2105-07-29,Jumps rights budget meeting framework pa,Consulting,6553.80,-148953.99,REF-750646,ACC-8161,Pending
2105-08-03,Report confidential framework terms stra,Software,-4034.13,-152988.12,REF-424762,ACC-1354,Pending
2105-08-06,Confidential resource resource complianc,Payroll,6007.57,-146980.55,REF-333768,ACC-5825,Reconciled
2105-08-07,The brown framework vendor strategic pro,Software,9292.87,-137687.68,REF-816573,ACC-2592,Cleared
2105-08-12,Allocation reserved strategic regulatory,Utilities,1346.80,-136340.88,REF-801555,ACC-3028,Reconciled
2105-08-15,Project procurement stakeholder quick te,Software,-1751.14,-138092.02,REF-284559,ACC-3373,Pending
2105-08-16,Reserved delivery budget vendor fox meet,Payroll,5905.07,-132186.95,REF-443929,ACC-5789,Reconciled
2105-08-21,Agreement fox non-disclosure meeting reg,Marketing,-2606.68,-134793.63,REF-461803,ACC-7898,Cleared
2105-08-22,Risk financial procurement jumps risk cl,Software,-8103.67,-142897.30,REF-653071,ACC-3691,Pending
2105-08-24,Financial dog non-disclosure financial q,Consulting,7806.04,-135091.26,REF-761133,ACC-8711,Cleared
2105-08-26,Contract over management payment vendor ,Software,7499.06,-127592.20,REF-798434,ACC-5014,Cleared
2105-08-27,Audit project delivery information intel,Software,3249.12,-124343.08,REF-467730,ACC-5088,Reconciled
2105-09-01,Assessment milestone reserved report reg,Payroll,-4822.35,-129165.43,REF-197274,ACC-5504,Reconciled
2105-09-03,Terms property deliverable proprietary f,Payroll,-6161.76,-135327.19,REF-911670,ACC-5016,Reconciled
2105-09-06,Delivery risk confidential confidential ,Legal,133.19,-135194.00,REF-876557,ACC-7444,Pending
2105-09-09,Disclosure the agreement proprietary exp,Legal,-6530.68,-141724.68,REF-439427,ACC-6793,Cleared
2105-09-14,Payment compliance timeline reserved ass,Marketing,4266.12,-137458.56,REF-417514,ACC-2911,Reconciled
2105-09-15,Contract audit allocation compliance pro,Office Supplies,5660.83,-131797.73,REF-286738,ACC-3675,Reconciled
2105-09-19,Agreement financial stakeholder procurem,Travel,8573.11,-123224.62,REF-129051,ACC-9039,Pending
2105-09-20,Deliverable project invoice meeting fram,Legal,-1546.11,-124770.73,REF-444784,ACC-3842,Cleared
2105-09-24,Lazy resource assessment timeline jumps ,Utilities,-4253.81,-129024.54,REF-121013,ACC-7510,Pending
2105-09-27,Delivery report fox the lazy framework r,Consulting,-5237.56,-134262.10,REF-854121,ACC-6404,Cleared
2105-09-28,Resource confidential disclosure regulat,Travel,3189.56,-131072.54,REF-901416,ACC-7685,Pending
2105-10-03,Invoice agreement invoice strategic budg,Software,6197.19,-124875.35,REF-911655,ACC-8312,Cleared
2105-10-06,Resource property intellectual allocatio,Legal,7708.79,-117166.56,REF-944208,ACC-2288,Cleared
2105-10-08,Property fox compliance terms management,Payroll,3636.95,-113529.61,REF-247981,ACC-7881,Reconciled
2105-10-13,Revenue deliverable revenue over proprie,Utilities,-351.49,-113881.10,REF-513191,ACC-2120,Cleared
2105-10-17,Deliverable contract lazy expenses over ,Consulting,2946.35,-110934.75,REF-465013,ACC-1733,Cleared
2105-10-19,Terms quick invoice planning rights brow,Payroll,226.92,-110707.83,REF-764549,ACC-2626,Cleared
2105-10-22,Non-disclosure deliverable strategic str,Legal,-6577.66,-117285.49,REF-254167,ACC-8403,Cleared
2105-10-27,Fox audit confidential fox vendor invoic,Office Supplies,-3835.49,-121120.98,REF-124712,ACC-7816,Pending
2105-11-01,Proprietary report property confidential,Utilities,9209.98,-111911.00,REF-450565,ACC-6518,Pending
2105-11-04,Over meeting stakeholder information rev,Utilities,-3704.62,-115615.62,REF-324261,ACC-5324,Pending
2105-11-06,Proprietary project delivery reserved pr,Insurance,-7144.25,-122759.87,REF-343502,ACC-7354,Pending
2105-11-09,Strategic property planning planning reg,Travel,6577.31,-116182.56,REF-479849,ACC-2444,Cleared
2105-11-13,Client budget report deliverable quarter,Marketing,2242.32,-113940.24,REF-200608,ACC-4050,Pending
2105-11-15,Audit proprietary non-disclosure non-dis,Legal,5002.20,-108938.04,REF-357210,ACC-3861,Pending
2105-11-20,Strategic client dog the quarterly resou,Utilities,-6887.41,-115825.45,REF-204675,ACC-8355,Pending
2105-11-24,Quarterly payment stakeholder financial ,Marketing,-2459.53,-118284.98,REF-933059,ACC-6997,Reconciled
2105-11-29,Framework meeting client implementation ,Insurance,-171.01,-118455.99,REF-821853,ACC-1267,Pending
2105-12-01,Meeting allocation financial budget mana,Marketing,4054.84,-114401.15,REF-278719,ACC-8418,Pending
2105-12-03,Information lazy quarterly non-disclosur,Legal,7589.99,-106811.16,REF-879220,ACC-4322,Cleared
2105-12-04,Jumps reserved stakeholder contract vend,Travel,-5903.54,-112714.70,REF-916885,ACC-9736,Reconciled
2105-12-09,Audit milestone risk information strateg,Software,-7653.76,-120368.46,REF-515865,ACC-7621,Reconciled
2105-12-14,Regulatory timeline invoice compliance c,Consulting,-3016.91,-123385.37,REF-781964,ACC-2706,Pending
2105-12-19,Property milestone expenses terms assess,Software,-7953.54,-131338.91,REF-962513,ACC-9431,Reconciled
2105-12-24,Lazy allocation quarterly budget stakeho,Consulting,6142.93,-125195.98,REF-960831,ACC-3772,Reconciled
2105-12-29,Expenses delivery dog contract client pr,Software,1636.53,-123559.45,REF-193196,ACC-8209,Pending
2106-01-01,Quarterly client disclosure procurement ,Consulting,2713.04,-120846.41,REF-882445,ACC-7669,Cleared
2106-01-02,Client confidential strategic meeting me,Insurance,702.40,-120144.01,REF-760235,ACC-2176,Cleared
2106-01-06,Proprietary rights meeting proprietary m,Utilities,6151.72,-113992.29,REF-531715,ACC-8687,Reconciled
2106-01-07,Agreement jumps strategic proprietary al,Insurance,7881.01,-106111.28,REF-955799,ACC-7075,Reconciled
2106-01-12,Risk reserved terms brown invoice invoic,Insurance,265.12,-105846.16,REF-887058,ACC-7118,Cleared
2106-01-16,Risk brown timeline property management ,Payroll,-7361.24,-113207.40,REF-722637,ACC-4532,Cleared
2106-01-19,Lazy terms strategic contract regulatory,Software,950.32,-112257.08,REF-359947,ACC-6477,Reconciled
2106-01-24,Reserved compliance allocation resource ,Legal,9609.68,-102647.40,REF-754204,ACC-6048,Reconciled
2106-01-25,Compliance stakeholder the non-disclosur,Consulting,-3576.01,-106223.41,REF-935766,ACC-4282,Cleared
2106-01-30,Non-disclosure compliance framework comp,Software,-9369.43,-115592.84,REF-587069,ACC-7173,Cleared
2106-02-02,Management quarterly quick regulatory in,Office Supplies,1785.82,-113807.02,REF-986828,ACC-5704,Reconciled
2106-02-03,Lazy timeline property assessment budget,Travel,-8368.40,-122175.42,REF-958095,ACC-7405,Pending
2106-02-06,Planning strategic audit procurement all,Legal,2531.36,-119644.06,REF-172172,ACC-8240,Reconciled
2106-02-10,Stakeholder jumps audit terms jumps plan,Legal,2490.65,-117153.41,REF-265769,ACC-5098,Reconciled
2106-02-11,Financial budget procurement quick invoi,Insurance,-9195.00,-126348.41,REF-589809,ACC-4169,Cleared
2106-02-12,Intellectual audit stakeholder risk fram,Utilities,8239.90,-118108.51,REF-909247,ACC-7329,Cleared
2106-02-14,Compliance allocation planning framework,Payroll,-3257.48,-121365.99,REF-581488,ACC-1108,Reconciled
2106-02-18,Rights information assessment audit repo,Office Supplies,2768.15,-118597.84,REF-466314,ACC-1684,Reconciled
2106-02-21,Budget stakeholder audit milestone discl,Marketing,-58.38,-118656.22,REF-761597,ACC-1327,Pending
2106-02-26,Financial jumps timeline resource propri,Travel,-9881.15,-128537.37,REF-747991,ACC-1163,Cleared
2106-02-27,Budget stakeholder delivery allocation r,Travel,-1068.72,-129606.09,REF-366387,ACC-4683,Cleared
2106-03-04,Procurement financial reserved contract ,Utilities,1622.42,-127983.67,REF-228929,ACC-7062,Reconciled
2106-03-07,Allocation disclosure expenses procureme,Office Supplies,4983.82,-122999.85,REF-580286,ACC-9571,Pending
2106-03-08,Proprietary invoice implementation quart,Travel,3189.81,-119810.04,REF-599940,ACC-3561,Cleared
2106-03-12,Terms payment dog information financial ,Utilities,-3134.59,-122944.63,REF-449220,ACC-5402,Cleared
2106-03-16,Resource intellectual meeting stakeholde,Travel,-2854.24,-125798.87,REF-533575,ACC-5928,Pending
2106-03-19,Risk intellectual invoice strategic fina,Marketing,3483.61,-122315.26,REF-343942,ACC-4238,Cleared
2106-03-24,Terms invoice allocation intellectual pr,Insurance,4311.39,-118003.87,REF-879142,ACC-5135,Cleared
2106-03-25,Client disclosure deliverable vendor qui,Office Supplies,3253.36,-114750.51,REF-980715,ACC-4485,Pending
2106-03-29,Regulatory risk delivery compliance expe,Insurance,733.97,-114016.54,REF-416159,ACC-3540,Reconciled
2106-04-03,Intellectual reserved deliverable manage,Consulting,5255.49,-108761.05,REF-641560,ACC-1055,Cleared
2106-04-06,Expenses framework risk terms strategic ,Insurance,-9209.89,-117970.94,REF-827736,ACC-8720,Pending
2106-04-07,Assessment proprietary lazy budget over ,Travel,-5280.84,-123251.78,REF-770656,ACC-8725,Reconciled
2106-04-11,Regulatory financial assessment expenses,Utilities,8262.06,-114989.72,REF-899957,ACC-1018,Reconciled
2106-04-12,Report allocation proprietary reserved e,Payroll,1203.48,-113786.24,REF-959292,ACC-3353,Reconciled
2106-04-17,Expenses milestone framework project res,Travel,307.43,-113478.81,REF-665592,ACC-4978,Reconciled
2106-04-19,Proprietary quick payment payment the al,Utilities,-8795.71,-122274.52,REF-146915,ACC-8559,Reconciled
2106-04-20,Financial timeline rights terms non-disc,Legal,5358.78,-116915.74,REF-616958,ACC-7413,Reconciled
2106-04-23,Expenses timeline payment risk client th,Software,-1870.86,-118786.60,REF-796241,ACC-9768,Cleared
2106-04-25,Invoice management regulatory budget sta,Office Supplies,-1651.41,-120438.01,REF-339472,ACC-4233,Reconciled
2106-04-29,Terms framework disclosure disclosure pr,Travel,5186.50,-115251.51,REF-311628,ACC-4478,Pending
2106-05-01,Confidential meeting procurement budget ,Software,459.17,-114792.34,REF-374917,ACC-9722,Pending
2106-05-04,Milestone contract deliverable audit man,Legal,-122.22,-114914.56,REF-690641,ACC-9698,Reconciled
2106-05-06,Vendor reserved lazy risk delivery agree,Insurance,9219.19,-105695.37,REF-124780,ACC-2643,Pending
2106-05-08,Budget audit terms framework agreement r,Marketing,6996.97,-98698.40,REF-361790,ACC-1817,Reconciled
2106-05-11,Rights regulatory audit client invoice t,Office Supplies,1213.43,-97484.97,REF-427552,ACC-1608,Reconciled
2106-05-13,Confidential regulatory confidential dis,Payroll,-7346.56,-104831.53,REF-371684,ACC-1055,Reconciled
2106-05-16,Project regulatory client assessment pla,Travel,-2277.28,-107108.81,REF-496631,ACC-9679,Cleared
2106-05-18,Reserved fox disclosure strategic confid,Consulting,-2405.97,-109514.78,REF-140329,ACC-7351,Pending
2106-05-21,Client milestone meeting client brown in,Consulting,2891.03,-106623.75,REF-704350,ACC-7469,Cleared
2106-05-25,Regulatory project report regulatory ove,Legal,7574.32,-99049.43,REF-223792,ACC-6228,Cleared
2106-05-29,Budget rights delivery compliance jumps ,Insurance,-8602.67,-107652.10,REF-788371,ACC-9723,Pending
2106-06-02,Implementation stakeholder over contract,Consulting,9936.91,-97715.19,REF-768670,ACC-7878,Reconciled
2106-06-03,Reserved invoice non-disclosure propriet,Insurance,-9155.97,-106871.16,REF-252058,ACC-4141,Cleared
2106-06-05,Audit stakeholder brown allocation non-d,Insurance,-8572.87,-115444.03,REF-681947,ACC-8088,Pending
2106-06-06,Timeline vendor budget proprietary miles,Insurance,473.89,-114970.14,REF-659613,ACC-4323,Pending
2106-06-09,Intellectual implementation proprietary ,Utilities,6679.26,-108290.88,REF-571992,ACC-6396,Pending
2106-06-13,Rights information assessment management,Software,-1769.46,-110060.34,REF-934651,ACC-1209,Reconciled
2106-06-17,Fox information procurement strategic ti,Payroll,-7748.09,-117808.43,REF-262131,ACC-4892,Pending
2106-06-22,Assessment expenses timeline agreement s,Insurance,-7469.20,-125277.63,REF-722033,ACC-4771,Cleared
2106-06-27,Framework intellectual rights procuremen,Insurance,2057.49,-123220.14,REF-641300,ACC-6755,Reconciled
2106-07-02,Deliverable client assessment vendor tim,Utilities,8175.41,-115044.73,REF-171210,ACC-8072,Cleared
2106-07-06,Implementation information project quick,Marketing,5887.32,-109157.41,REF-182668,ACC-8970,Reconciled
2106-07-09,Risk reserved audit procurement quarterl,Consulting,-3989.85,-113147.26,REF-662426,ACC-9818,Pending
2106-07-12,Audit assessment deliverable project agr,Utilities,9388.77,-103758.49,REF-384044,ACC-2508,Cleared
2106-07-14,Information the budget confidential regu,Legal,5909.31,-97849.18,REF-158484,ACC-2831,Pending
2106-07-19,Timeline proprietary quick implementatio,Utilities,-8961.78,-106810.96,REF-471493,ACC-6009,Reconciled
2106-07-21,Budget rights property client audit invo,Insurance,-5080.90,-111891.86,REF-269875,ACC-1160,Pending
2106-07-25,Non-disclosure contract property brown d,Marketing,7973.87,-103917.99,REF-646900,ACC-8411,Reconciled
2106-07-28,Rights disclosure procurement strategic ,Marketing,8791.61,-95126.38,REF-543542,ACC-4112,Cleared
2106-07-29,Management invoice revenue non-disclosur,Consulting,-3545.35,-98671.73,REF-543478,ACC-2622,Pending
2106-08-01,Assessment expenses brown payment dog mi,Payroll,-5516.10,-104187.83,REF-351310,ACC-8508,Pending
2106-08-05,Vendor information quarterly quick clien,Utilities,-4794.31,-108982.14,REF-679053,ACC-3302,Pending
